SMILES,MW (desalted),ClogP,HBD,TPSA,RotBonds
Cn1ccc(CNC(=O)[C@H]2CC[C@@H](C(N)=O)N2Cc2ccccc2)n1,341.408,0.539,2,93.25,6
Cn1c(CN2CCCC(CC(N)=O)CC2)nnc1C1CCC1,305.418,-0.041,1,77.04,5
Cn1cnnc1CC1(O)CCCN(Cc2ccc(C#N)c(F)c2)C1,329.372,0.125,1,77.97,4
CC1(C)Cc2c(cnn2-c2ccc(F)cc2)CN(C(=O)NCCC2CCC(N)C2)C1,413.531,3.614,2,76.18,4
COCC(=O)N[C@@H]1CN(CCc2nc3ccccc3n2C)C[C@H]1c1nccn1C,396.486,0.077,1,77.21,7
Cn1cnnc1CC1(O)CCCN(Cc2ccc(C#N)cc2F)C1,329.372,0.125,1,77.97,4
CN1CCC(C(=O)NCc2ccc(OCC(F)(F)F)cc2)S1(=O)=O,366.356,1.482,1,75.71,6
CC(C)Oc1ccccc1C(=O)NCC(C(=O)O)C1CCOCC1,335.395,1.722,2,84.86,7
COC1CC(C(=O)NCC(C(=O)O)C2CCOCC2)C1,285.336,0.402,2,84.86,6
O=C(NCC(C(=O)O)C1CCOCC1)c1cccc2c1OCCO2,335.352,0.898,2,94.09,5
O=C([O-])C1CCC(C(=O)NCc2cccnn2)N1Cc1ccccc1.[Na+],340.376,-2.394,1,98.25,6
COc1ccnc(CN2CCCC(O)(CC(N)=O)C2)c1,279.335,-0.037,2,88.68,5
Cc1ccccc1CC(=O)N1CCCC(O)(Cc2nncn2C)C1,328.409,0.289,1,71.25,4
COCc1nc2n(n1)CC(NC(=O)c1ccn3cc(C(F)(F)F)nc3c1)CC2,394.351,0.956,1,86.34,5
OC1(Cn2ccnn2)CCN(Cc2ccn(-c3ccccc3)n2)C1,324.38,1.04,1,72.0,5
Clc1ccc(-c2noc(C3CCc4nnn(C5CCCC5)c4C3)n2)o1,359.81,2.785,0,82.77,3
CCCCCOCC(=O)N[C@H]1c2ccccc2C[C@@H]1O,277.359,2.446,2,58.56,7
O=C(NCC(C(=O)O)C1CCOCC1)c1ccncc1Cl,312.749,-0.038,2,88.52,5
O=C(CCC1CCOCC1)N1C[C@H]2CCC[C@@]2(c2nc(-c3ccccc3)no2)C1,395.495,1.853,0,68.46,5
COc1ccc(C(=O)NCC(C(=O)O)C2CCOCC2)cn1,308.33,0.806,2,97.75,6
O=C1CC[C@H](NC(=O)c2c[nH]nc2C2CC2)[C@@H](C2CCCO2)N1,318.371,-0.462,3,96.11,4
COc1ccc(-c2noc(C3CCc4nnn(CC(C)C)c4C3)n2)c(OC)c1,383.444,2.207,0,88.09,6
Cn1cnnc1CC1(O)CCCN(C(=O)CCC=Cc2ccccc2)C1,354.446,0.434,1,71.25,6
Cc1ccc(-n2[nH]c(C(=O)N3CC(OC(F)F)C3)cc2=O)cc1,323.295,1.026,1,61.88,4
CC(=O)N1CCCCC1C(=O)N1CC(OCc2nnc(C(C)C)o2)C1,350.413,0.247,0,88.77,5
O=C(COc1ccccc1F)NCC(C(=O)O)C1CCOCC1,325.332,1.031,2,84.86,7
COc1ccccc1CCC(=O)N1CCCC(O)(Cc2nncn2C)C1,358.435,-0.251,1,80.48,6
Cc1cncn1CC(=O)NCC(C(=O)O)C1CCOCC1,295.334,-0.703,2,93.45,6
O=C(CCC1CCCC1)N1C[C@H]2CCC[C@@]2(c2nc(-c3ccccc3)no2)C1,379.495,3.693,0,59.23,5
Cc1cccc(S(=O)(=O)NCC(C(=O)O)C2CCOCC2)c1F,345.386,1.742,2,92.7,5
O=C(O)C(CNS(=O)(=O)c1ccc2c(c1)CCC2)C1CCOCC1,353.433,1.81,2,92.7,5
O=C(O)CN(C(=O)c1ccc2c(c1)OCCO2)C1CCOCC1,321.325,0.619,1,85.3,4
CC(=O)NCc1cc(OC2CCN(Cc3nccn3C)C2)ccn1,329.397,-0.399,1,72.28,6
CC(C)(CC(=O)N1CCC(c2nc(C(F)(F)F)cs2)CC1)C1CC1,360.438,3.032,0,33.2,5
COc1nccnc1CN1CCCC(O)(Cc2nncn2C)C1,318.374,-0.956,1,89.19,5
O=C(NCC(C(=O)O)C1CCOCC1)C1CC=CC1,267.321,0.036,2,75.63,5
COc1ccc(C(=O)N2CCCC(O)(Cc3nncn3C)C2)cn1,331.37,-0.954,1,93.37,4
Cc1ccc(-n2[nH]c(C(=O)NC3CCCC(OC(F)F)C3)cc2=O)cc1,365.374,1.835,2,70.67,5
CC1CCC(CC(=O)N2C[C@H]3CCC[C@@]3(c3nc(-c4ccccc4)no3)C2)C1,379.495,3.683,0,59.23,4
O=C(O)C(CNS(=O)(=O)c1ccc(C2CC2)cc1)C1CCOCC1,353.433,1.74,2,92.7,6
O=C(O)C1CC(=O)N(C2CCN(C(=O)NCC3(CF)CCOCC3)CC2)C1,385.43,-0.803,2,99.18,5
Cc1c(Cl)cnc(N2CCCC(O)(Cc3nncn3C)C2)c1C#N,346.815,0.346,1,90.86,3
COC1CCN([C@H]2CCC[C@H]2NC(=O)Cn2cccn2)C1,292.377,0.836,1,59.39,5
O=C(NCc1cc2n(n1)CCCO2)C1(C(F)(F)F)CCCCC1,331.333,2.03,1,56.15,4
CCc1oc2ccccc2c1CN1CCCC(O)(Cc2nncn2C)C1,354.446,2.087,1,67.32,5
Cc1ccc(C)c(S(=O)(=O)NCC(C(=O)O)C2CCOCC2)c1,341.423,1.795,2,92.7,5
Cn1cnnc1CC1(O)CCCN(CC(F)(F)F)C1,278.274,-0.527,1,54.18,4
C[C@H]1C[C@H](NC(=O)c2ncsc2C(F)(F)F)c2ccsc2S1(=O)=O,396.428,0.678,1,76.13,3
O=C(CCC1CCC1)N1C[C@H]2CCC[C@@]2(c2nc(-c3ccccc3)no2)C1,365.469,3.134,0,59.23,5
Cc1nn(C(C)(C)C)cc1C(=O)NCC(C(=O)O)C1CCOCC1,337.414,0.458,2,93.45,6
CC1(C)Cc2c(cnn2-c2ccccc2Cl)CN(C(=O)NCCC2CCC(N)C2)C1.Cl,429.986,4.184,2,76.18,4
COc1cc(OC)cc(N2CCC(NC(=O)c3cccc(C(N)=O)c3)C2)c1,369.414,1.717,2,93.89,6
CC(C(=O)N1CCC(Cc2cccnc2)CC1)C1CC1,272.385,1.703,0,33.2,4
Cn1cnc(-c2cccc(NC(=O)c3ccc4c(c3)NC(=O)CO4)c2)n1,349.343,1.013,2,98.14,3
O=C(NCc1n[nH]c(=O)[nH]1)C1CCCCN1C(=O)c1cccs1,335.381,0.031,3,102.9,4
Cc1cccc(NC(=O)c2cc(N3CCOCC3)ccn2)c1C(=O)N1CCCC1,394.467,2.015,1,74.77,4
CCC1(C)CCCN(C(=O)C2CCCN2C(=O)c2ccccc2O)C1,344.448,3.394,1,60.85,3
CN1CCN(c2ccc(CNC(=O)c3cccc(Cl)c3F)cn2)CC1,362.829,2.616,1,48.47,4
Cc1cc(C2CCCN2C(=O)NCCC(=O)N2CCCCCC2)no1,348.44,1.526,1,78.68,4
CCN(CC)C(=O)C1CCCN1C(=O)C1COc2ccccc21,316.395,2.684,0,49.85,4
Cn1nc(C(=O)N2CCN(Cc3cccc(F)c3)CC2)c2c1CCCC2,356.437,2.713,0,41.37,3
Cc1nc(C)c(C(=O)N2CCC([C@@H]3CC[C@H](C(=O)O)O3)CC2)nc1C,347.409,0.439,1,92.62,3
CC(=O)NCC1CCN(C(=O)C2CCCN2C(=O)Cc2cccs2)CC1,377.501,0.292,1,69.72,5
CCOc1ccc(CC(=O)NC2CCCN(c3cnn(C)c3)C2)cc1,342.435,2.134,1,59.39,6
CC(NC(=O)C(Cc1ccccc1)NC(N)=O)C1CCN(Cc2ccccc2)C1,394.51,1.902,3,87.46,8
CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc(-c3ncn(C)n3)c2)c1C,337.376,1.599,2,92.67,4
O=C(NCC(C(=O)O)c1ccc(F)cc1)c1ccc(N2CCCC2=O)cc1,370.374,2.202,2,86.71,6
Cn1cc(CC(=O)NC2CCN(C(=O)CCc3ccccc3)C2)cn1,340.419,0.406,1,67.23,6
Cn1nc(C(=O)N2CCCC2c2cccnc2)cc1O,272.302,0.136,1,71.25,2
CC(C)c1noc(C(NC(=O)c2ccc(=O)n(C)n2)C2CCOCC2)n1,361.396,-0.82,1,109.92,5
CN1CCC(CNC(=O)C2CCCN2C(=O)c2ccccc2OC(F)F)CC1,395.443,1.952,1,61.88,6
Cc1ccn2ncc(C(=O)NC3CCCn4nc(C)nc43)c2n1,311.342,0.001,1,90.0,2
O=C(c1cccc2c1CCCC2)N1CCN(Cc2ccncc2)CC1,335.443,3.13,0,36.44,3
CN1CCOC(CNC(=O)c2cccc(NC(=O)C3CC3)c2)C1,317.383,1.04,2,70.67,5
Cn1c(C#N)ccc1C(=O)N[C@H]1CCC[C@H]1Oc1cn[nH]c1,299.328,1.81,2,95.73,4
CN(C)C(=O)c1ccc(CNC(=O)C2CCCN2C(=O)Cc2ccccc2)cc1,393.479,1.43,1,69.72,6
CC(C)c1csc(C2CCCN(Cc3ccccc3C(=O)O)C2)n1,344.471,1.671,1,53.43,5
O=C(Cc1csc(-c2cccs2)n1)N1CCC(c2n[nH]c(=O)o2)CC1,376.453,1.737,1,83.89,4
CCOc1ccc(CN2CCC(CC(=O)O)CC2)cc1,277.359,0.449,1,49.77,6
CCOc1ccccc1C(=O)N1CCCC1C(=O)N1CC2CCC1C2,342.432,2.457,0,49.85,4
Cc1ccc(C(=O)NC2(CC(=O)O)CC2)cc1C,247.29,2.014,2,66.4,4
CC1CN(C(=O)CNC(=O)c2cccs2)CCC1N1CCN(C)CC1,364.506,-0.468,1,55.89,4
CN(C)c1ncccc1CNC(=O)N1CCCC1Cc1ccccc1,338.447,3.214,1,48.47,5
Cc1noc(C)c1C(=O)N[C@H]1CCC[C@H]1Oc1cn[nH]c1,290.318,1.004,2,93.04,4
CC1CCCN(C(=O)C2CCCN(C(=O)Cc3ccccc3)C2)CC1,342.475,3.48,0,40.62,3
CNC(=O)c1ccc(C(=O)N2CCN(Cc3nc(C)c(C)o3)CC2)cn1,357.407,-0.098,1,91.57,4
O=C(CC1CCCC1)NC[C@]12CNC[C@@]1(C(F)(F)F)C2,290.325,1.555,2,41.13,5
COCc1ccccc1C(=O)N1CCC([C@@H]2CC[C@H](C(N)=O)O2)CC1,346.421,0.08,1,81.86,5
Cc1ccccc1C(=O)NC1CCN(C(=O)c2ccc[nH]2)CC1,311.378,0.511,2,65.2,3
CC(C)OCC(=O)NC1CCCN(c2ccccc2)C1=O,290.357,2.452,1,58.64,5
O=C(NCc1noc(C2CC2)n1)N1CCCCC1c1nc2ccccc2[nH]1,366.417,1.615,2,99.94,4
O=C(c1ccc(OCC2CCCO2)cc1)N1CCC(F)(F)C(CO)C1,355.376,0.303,1,59.0,5
O=C(NC1CC1)C1CCCN1C(=O)CCc1ccc2c(c1)OCCO2,344.405,1.645,1,67.87,5
O=C(O)[C@H]1CC[C@@H](C2CCN(c3ccc4nncn4n3)CC2)O1,317.343,-0.039,1,92.85,3
CCN(CCCCC(=O)O)Cc1cc2ccccc2o1,275.343,0.965,1,53.68,8
COc1cc(C(=O)O)ccc1CCNC(=O)C1CCCCO1,307.342,1.96,2,84.86,6
O=C(O)C(c1ccccc1F)N1CCC(c2nc(-c3ccccc3)n[nH]2)CC1,380.415,1.616,2,82.11,5
Cc1ccc(C(=O)NC2CCOC2)cc1S(C)(=O)=O,283.343,0.389,1,72.47,3
O=C(CCc1nc(-c2ccco2)no1)N1CCC(c2nnc3ccccn23)CC1,392.411,0.03,0,102.56,5
Cc1ccc(C(=O)N2CCOCC2)cc1NC(=O)c1ccn2c(C)cnc2c1,378.424,1.28,1,75.94,3
CC(C)Oc1cccnc1C(=O)Nc1cccc(-c2ncn(C)n2)c1,337.376,2.665,1,81.93,5
COCCN1CCN(C(=O)C2CCCN2C(=O)Cc2cccs2)CC1,365.49,2.024,0,53.09,6
Cc1nc(-c2cccc(NC(=O)c3ccc(OC(C)C)nc3)c2)no1,338.361,3.298,1,90.14,5
CCC(=O)N1CCCC1c1cccc(C)n1,218.295,0.511,0,33.2,2
O=C(CCc1nc(-c2ncccn2)no1)N1CCC(Cc2ccncc2)C1,364.401,-0.989,0,97.9,6
CCn1ncc(NC(=O)C2NCCOc3ccccc32)c1C,300.356,0.832,2,68.18,3
CCn1ncc(C(=O)Nc2ccc3c(c2)CN(CC(N)=O)CC3)c1C,341.408,0.7,2,93.25,5
O=C(Cc1ccc2cn[nH]c2c1)NC1CCN(S(=O)(=O)C2CC2)CC1,362.447,0.015,2,95.16,4
O=C1COc2cc(C(=O)N3CCC(n4ccc(C(F)(F)F)n4)CC3)ccc2N1,394.348,0.967,1,76.46,3
Cc1cc(C(=O)N2CCCC(O)(Cn3ccnn3)C2)c(C)cc1Cl,348.827,2.156,1,71.25,3
CN1CCC(CNC(=O)CN2C(=O)NC3(CCCC3)C2=O)CC1,322.403,0.381,2,81.75,4
CCN1CCN(C(C)CNC(=O)C2CCCCN2C(=O)c2ccco2)CC1,376.493,0.895,1,69.03,6
Cc1occc1C(=O)NC1CCN(C(=O)CCc2nc(-c3ccco3)no2)CC1,398.412,-0.443,1,114.61,6
CCC(O)(CC)CNC(=O)C1CCCCN1C(=O)c1ccco1,322.399,1.784,2,82.78,6
CN(Cc1ccccc1)C(=O)CNC(=O)C1CCCN1C(=O)Cc1ccccc1,393.479,2.651,1,69.72,7
Cc1ccccc1C(=O)NC1CCN(C(=O)COC(C)C)CC1,318.411,0.839,1,58.64,5
CC(C)C(=O)N1CCC(C(=O)Nc2cnn(CC3CCCO3)c2)CC1,348.44,-0.483,1,76.46,5
COc1cc(F)ccc1N1CCN(C(=O)C2CC(F)(F)C2)CC1,328.329,1.789,0,32.78,3
COc1ccc(CCNC(=O)c2cccc(-c3ncn[nH]3)c2)cc1,322.361,2.714,2,79.9,6
CC(=O)N1C[C@H](O)C[C@@H]1C(=O)NCc1ccncc1OCc1ccccc1,369.414,0.73,2,91.76,6
CC1(C(=O)N2CCCN(Cc3ccccc3)CC2)COC1,288.385,2.686,0,32.78,3
Cn1nnc2ccc(C(=O)Nc3cccc4c3CNC4=O)cc21,307.307,0.804,2,88.91,2
CCn1ncc2cc(C(=O)N3Cc4ccccc4C[C@H]3C(N)=O)c(C)nc21,363.413,1.575,1,94.11,3
CCOCC1CCCN(C(=O)C2CCCN2C(=O)c2ccccc2OCC)C1,388.5,2.339,0,59.08,7
CCOc1ccc(CN2CCCC(C(=O)O)C2)cc1,263.332,0.531,1,49.77,5
CCC1(C(=O)NC2CCc3nnc(-c4ccc(F)cc4)n3C2)CCC1,342.411,2.441,1,59.81,4
CNC(=O)C1CCCN1C(=O)C1CCN(C(=O)c2ccccc2)CC1,343.42,-0.483,1,69.72,3
CCc1c(C(=O)Nc2ccc(OC)c(-n3nnnc3C)c2)[nH]c(C)c1C(C)=O,382.416,2.204,2,114.79,6
COc1cccc(CCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1,322.361,2.714,2,79.9,6
CCc1ncsc1C(=O)NCc1cccnc1N1CCC(C(N)=O)CC1,373.473,0.074,2,101.21,6
CS(=O)(=O)NCC1CCCCN1C(=O)c1n[nH]c(=O)c2ccccc12,364.419,-0.416,2,107.94,3
COc1cccc(C(=O)NCC(=O)NCc2ccc(-n3ccnc3)c(F)c2)c1,382.388,2.182,2,85.25,7
Cc1ccccc1C(=O)NC1CCN(C(=O)CN2C(=O)NC(=O)C2(C)C)CC1,386.445,0.392,2,98.82,4
CO[C@@H]1C[C@@H](c2nnc3n2CCC3)N(Cc2cccn2C)C1,301.387,-0.042,0,48.11,4
CCOc1cc(C)ccc1CNC(=O)N[C@@H]1c2ccccc2C[C@@H]1O,340.416,3.227,3,70.59,5
Cc1cc(CN(C)C(C(=O)O)c2ccccc2F)no1,278.279,1.718,1,66.57,5
CCC(=O)Nc1cccc(C(=O)NC2c3ccccc3CC2O)c1,324.374,1.941,3,78.43,4
O=C(O)C(c1ccsc1)N1CCN(Cc2cc3ccccc3[nH]2)CC1,355.454,1.865,2,59.57,5
O=C(O)c1ccc(CNC(=O)C2OCCc3ccccc32)s1,317.36,2.165,2,75.63,4
COc1cccc(C(C)(CC(=O)O)NC(=O)c2ccc3c(c2)nnn3C)c1,368.387,2.004,2,106.34,6
N[C@@H]1C[C@@H]2CC(C(=O)NCc3cccc4c3OCC4)C[C@@H]21,286.369,0.803,2,64.35,3
Cc1nnc(-c2cccc(NC(=O)c3ccn(C)c(=O)c3)c2)n1C,323.349,0.155,1,80.12,3
Cc1ncc(C(=O)Nc2cccc(-c3ncn(C)n3)c2)s1,299.351,1.492,1,72.7,3
O=C(Nc1nccs1)C1CCCN1C(=O)c1ccc2c(c1)OCCO2,359.4,1.865,1,80.76,3
CNC(=O)NCC(=O)NCC1CCCN1Cc1ccccc1,304.387,1.7,3,73.47,6
Cc1ccc(Cl)c(OCC(O)CN2CCn3cncc3C2)c1,321.802,2.01,1,50.52,5
CN(Cc1ccc(OCC(=O)O)cc1)C(=O)C1OCCc2ccccc21,355.384,2.064,1,76.07,6
CCN(Cc1ccccn1)C(=O)C1CCCN1C(=O)Cc1cccs1,357.47,1.896,0,53.51,6
O=C(CO)N1CCN(C(=O)c2cc(N3CCNC3=O)ccc2F)CC1,350.345,-0.07,2,93.19,3
Cc1ccc(F)c(C(=O)N2CCN(C(=O)Cc3ccccc3)CC2)c1,340.391,3.129,0,40.62,3
NC(=O)COc1ccc(C(=O)Nc2cnn(CC3CCCO3)c2)cc1,344.365,0.099,2,108.47,7
CCn1cc(-c2n[nH]cc2C(=O)NC2CCCN(c3ccccc3F)C2)cn1,382.435,2.919,2,78.84,5
N[C@@H]1C[C@@H]2CC(C(=O)NCc3nccc4c3CCCC4)C[C@@H]21,299.411,0.824,2,68.01,3
CN(c1ccccc1)C1CCN(C(=O)C2CCCN(C(=O)C3CC3)C2)CC1,369.5,1.863,0,43.86,4
CC(C)(C)C(=O)N1CCCC(C(=O)NCc2ccccc2-n2ccnc2)C1,368.473,2.129,1,67.23,5
O=C(Cc1ccccc1)N1CCCC(C(=O)N2CCC[C@H]2CO)C1,330.421,1.58,1,60.85,4
CCC(CC)(C(=O)Nc1cnn(CC(=O)N2CCOCC2)c1)c1ccccc1,384.472,2.643,1,76.46,7
CCN(CC)C(=O)C1CCCN1C(=O)Cc1cccs1,294.412,2.218,0,40.62,5
CCCC(C)(O)C(=O)NC1CCN(c2ccccc2OC)C1=O,320.383,2.451,2,78.87,6
Cc1nc(-c2cccc(NC(=O)c3cnn(C(C)C)c3C)c2)no1,325.365,1.703,1,85.84,4
O=C(c1ccn(C2CCOCC2)n1)N1CCN(c2ncnc3ccsc23)CC1,398.482,0.506,0,76.38,3
Cc1cccc2c(CC(=O)Nc3cnn(CC4CCCO4)c3)c[nH]c12,338.404,2.048,2,71.94,5
CN(C)C(=O)[C@H]1CC[C@@H](C2CCN(c3nc4ccccc4[nH]3)CC2)O1,342.435,2.13,1,61.46,3
Cc1ccsc1C1CC1C(=O)Nc1cccc(-c2nnnn2C)c1,339.415,3.294,1,72.7,4
CC(C)C(NC(=O)c1ccco1)C(=O)N1CC(C)S(=O)C(C)C1,340.438,1.125,1,79.62,4
COc1ccc(C(=O)N2CCCC2C(=O)NCCC(=O)NC(C)C)c(OC)c1,391.461,1.332,2,96.97,8
O=C(NCc1ccc(Cl)cc1)C1CCN(C(=O)c2ccoc2)CC1,346.808,1.316,1,62.55,4
CN(C)C(=O)C1CCN(C(=O)C2CCCN2C(=O)Cc2cccs2)CC1,377.501,-0.051,0,60.93,4
CCOc1ccc(C(=O)Nc2cccc(-c3nnc[nH]3)c2)cc1OC,338.361,2.221,2,89.13,6
Cc1nsc(C)c1C(=O)Nc1cccc(-c2ncn(C)n2)c1,313.378,1.396,1,72.7,3
O=C(Cc1csc(-c2cccnc2)n1)N1CCC(c2c[nH]cn2)CC1,353.441,0.518,1,74.77,4
O=C(CN1CCCCC1=O)Nc1cnn(CC2CCCO2)c1,306.36,0.358,1,76.46,5
COC(=O)c1cc(F)cc(C(=O)N[C@@H](C(=O)O)C(C)C)c1,297.279,2.44,2,92.7,6
CNC(=O)CN1CCC(NC(=O)NCc2ccc(-n3ccnc3)c(F)c2)CC1,388.439,0.642,3,91.29,6
CC(C)c1nc(C2CCN(C(=O)c3ccc(C(N)=O)s3)CC2)no1,348.42,0.627,1,102.32,4
CCNC(=O)CNC(=O)C1CCCN1C(=O)c1ccccc1OC(F)F,369.363,1.238,2,87.74,7
Cn1cc(NC(=O)c2cnn(CC3CC3)c2)c(-c2ccco2)n1,311.338,0.859,1,77.88,5
CN(C)C(=O)CNC(=O)C1(C(F)(F)F)CCN(Cc2ccccc2)C1,357.371,2.194,1,52.65,6
CN(CCn1cccn1)C(=O)C1CCC(C(=O)O)CC1,279.335,0.397,1,75.43,5
CCc1nn(C)cc1C(=O)N1CCC(NC(=O)c2ccccc2C)CC1,354.446,0.698,1,67.23,4
Cn1cc(-c2cccc(NC(=O)C3CCN(c4cnccn4)CC3)c2)nn1,363.416,0.612,1,88.83,4
Cn1cc(C2CCCN(C(=O)C(Cc3ccccc3)NC(N)=O)C2)cn1,355.434,0.474,2,93.25,5
COc1ccc2[nH]cc(C3CCN(C(=O)c4c[nH]c(C)n4)CC3)c2c1,338.404,1.749,2,74.01,3
Cc1cnn(-c2ccc(C(=O)N3CCCC3C(=O)Nc3nccs3)cc2)c1,381.451,2.521,1,80.12,4
COc1ccc2cc(C(=O)N3CCOCC3c3cccn3C)c(C)nc2c1,365.426,2.851,0,56.59,3
COc1cc2c(cc1OC)C(CC(=O)O)N(Cc1cc(C)n(C)n1)CC2,359.42,1.828,1,76.82,6
CC(C)(C(=O)Nc1cnn(CC(=O)N2CCOCC2)c1)C1CCC(O)CC1,378.466,0.61,2,96.69,5
Cc1ccc(C(=O)N2CCC(NC(=O)c3ccccc3C)CC2)s1,342.455,1.772,1,49.41,3
CC(=O)Nc1nc(C(=O)N2CCC(F)(F)C2)cs1,275.275,0.176,1,62.3,2
Cc1noc(Cl)c1CC(=O)N[C@H]1CCC[C@H]1Oc1cn[nH]c1,324.763,1.437,2,93.04,5
Cc1ccc(C(=O)N2CCCC2C(=O)Nc2nccs2)cc1S(C)(=O)=O,393.48,0.977,1,96.44,4
Cc1c(C(=O)Nc2cnn(CC(=O)N3CCOCC3)c2)cnn1C,332.358,-0.982,1,94.28,4
O=C(CCc1nc(-c2ccco2)no1)N1CCOC(C2CCCO2)C1,347.366,0.137,0,90.83,5
CCC(C)NC(=O)CCNC(=O)C1CCCN1C(=O)c1ccccc1,345.436,1.614,2,78.51,7
CC(C)(C)c1nc(CCNC(=O)N[C@H]2c3ccccc3C[C@H]2O)cs1,359.486,2.905,3,74.25,5
COc1ccccc1CC(=O)N1C[C@H](C(=O)O)[C@H](c2ccccc2)C1,339.385,2.563,1,66.84,5
CC1CCN(c2ccc(C(=O)Nc3cnn(CC4CCCO4)c3)cn2)CC1,369.461,2.399,1,72.28,5
CCC(C)Oc1cc(C(=O)N2CCCC(n3cc(C)cn3)C2)ccn1,342.435,2.719,0,60.25,5
Cc1cc(Cl)ccc1C(=O)N1CCOCC1CC(=O)O,297.734,2.056,1,66.84,3
COCc1noc(CN2CCN(C(=O)c3csnc3C)CC2)n1,337.397,-0.325,0,84.59,5
COc1cccc(C(C(=O)O)N2CCC(c3nc4ccccc4s3)CC2)c1,382.476,1.885,1,62.66,5
CS(=O)(=O)c1csc(C(=O)NCC2CCN(Cc3cccs3)CC2)c1,398.563,1.743,1,66.48,6
CO[C@@H]1C[C@@H](c2nnc3n2CCC3)N(Cc2cn(C)nc2C(C)(C)C)C1,358.481,0.547,0,61.0,5
O=C(O)c1cn([C@@H]2CCCC[C@@H]2NC(=O)C2CCCC2)nn1,306.36,1.793,2,97.11,4
CC1Oc2c(cccc2C(=O)N2CCC(N(C)C)C2)NC1=O,303.356,0.836,1,61.88,2
O=C1NCCCN(C(=O)c2cc[nH]c2C2CC2)C1Cc1ccccc1,337.416,2.207,2,65.2,4
O=C(CC(=O)N1CCCC1CCc1ccccc1)NCC(F)(F)F,342.356,2.399,1,49.41,7
CC(NC(=O)C1CC=CCC1)c1ccc(OCC(=O)O)cc1,303.353,2.014,2,75.63,6
COc1cccc(C(C)(CC(=O)O)NC(=O)c2scnc2C)c1,334.39,1.947,2,88.52,6
COCc1noc(CN2CCN(C(=O)c3cc(C)sn3)CC2)n1,337.397,-0.325,0,84.59,5
CC(C)n1nccc1[C@@H]1NC(=O)CC[C@H]1NC(=O)Cn1ccc(C(F)(F)F)n1,398.383,0.396,2,93.84,6
COCc1nc(C2COCCN2C(=O)c2ccnc(C)c2)no1,318.328,-0.688,0,90.58,4
CC(C)(C(=O)Nc1cnn(CC(=O)N2CCOCC2)c1)c1ccccc1,356.419,1.585,1,76.46,5
CCCNC(=O)CCC(=O)NCC1CCCCN(Cc2ccccc2)C1,359.506,2.641,2,61.44,9
Cc1occc1C(=O)N1CCC(CC(=O)N2CCCC2)CC1,304.384,0.193,0,53.76,3
O=C(O)C(c1ccc(F)cc1)N1CCC(c2nc(-c3ccccc3)n[nH]2)CC1,380.415,1.616,2,82.11,5
CC(=O)NC1CCN(C(=O)C(C)Oc2cccnc2)CC1,291.346,-0.922,1,71.53,4
CC1Oc2c(cccc2C(=O)NC2CCN(C(C)C)CC2)NC1=O,331.409,1.283,2,70.67,3
Cc1nc(-c2cccc(NC(=O)c3ccnn3C)c2)no1,283.285,0.936,1,85.84,3
O=C(CCNC(=O)C1CCCN1C(=O)c1ccccc1O)NC1CCCCC1,387.473,2.151,3,98.74,6
Cc1cc(C(=O)N2CCCC2C(=O)O)ccc1S(N)(=O)=O,312.342,0.369,2,117.77,3
Cc1cc(C(=O)N(Cc2ccccc2)C(C)C(=O)O)ncn1,299.324,1.503,1,83.39,5
COCc1noc(CN2CCN(C(=O)c3cscc3C)CC2)n1,336.409,0.48,0,71.7,5
CCOc1ccccc1C(=O)N1CCCC1C(=O)N1CCC(C)(O)C1,346.421,1.781,1,70.08,4
COC(=O)c1cc(F)cc(C(=O)N[C@@H](C)C(=O)O)c1,269.226,1.512,2,92.7,5
O=C(NCCn1ccnc1)C1CCCN1C(=O)Cc1ccccc1,326.393,1.251,1,67.23,6
Cc1cc(F)ccc1C(=O)N1C[C@H](C(=O)O)[C@H](c2ccccc2)C1,327.35,2.894,1,57.61,3
COc1ccc(C#N)cc1CN1C[C@H](OC)C[C@H]1c1nnc2n1CCC2,353.418,0.563,0,76.2,5
CC1(NC(=O)NC2CCN(Cc3ccccc3)CC2)CCC1,301.426,2.73,2,44.37,4
COCCN1CCN(C(=O)c2cc(=O)c(OC)co2)CC1,296.319,-0.52,0,68.31,5
COc1ccc(CNC(=O)N2CCCC2C(=O)NC2CC2)cc1F,335.373,1.794,2,70.67,5
Cc1ccn(CC(C)(O)C(=O)NC2CCN(Cc3ccccc3)CC2)c(=O)c1,383.484,1.466,2,72.88,6
CO[C@@H]1C[C@@H](c2nc(C)c(C)[nH]2)N(Cc2nc(N(C)C)no2)C1,320.39,0.395,1,83.31,5
Cc1noc(C2CCN(C(=O)C3CC3c3ccc4c(c3)OCCO4)CC2)n1,369.414,0.846,0,77.69,3
CNC(=O)c1ccc(CN(C)C(=O)C2CCCN2C(=O)Cc2cccs2)cc1,399.507,1.583,1,69.72,6
CCC1(C)CN(C(=O)C2CCCN2C(=O)c2ccccc2O)CCO1,346.421,2.6,1,70.08,3
Cc1ccccc1C(=O)NC1CCN(C(=O)c2cc[nH]n2)CC1,312.366,0.234,2,78.09,3
CN(C)C(=O)[C@H]1CC[C@@H](C2CCN(c3cccc(C(=O)O)n3)CC2)O1,347.409,1.565,1,82.97,4
